mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
18	18	71	71	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		8	68	G#4	4	220
18	18	71	71	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		5	71	B4	4	220
18	18	143/2	143/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	216
18	18	143/2	143/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	216
19	19	72	72	1.0		0	0	4/4	2	1	1/4		1/4	1		3	69	A4	4	225
19	19	145/2	145/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		7	73	C#5	5	221
19	19	145/2	145/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	221
19	19	73	73	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		4	76	E5	5	222
19	19	73	73	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		3	81	A5	5	222
19	19	147/2	147/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		3	81	A5	5	223
19	19	147/2	147/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		7	85	C#6	6	223
19	19	74	74	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		7	85	C#6	6	224
19	19	74	74	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		4	88	E6	6	224
20	20	76	76	0.5		0	0	4/4	1	1	1/8		1/8	1		4	64	E4	4	226
20	20	153/2	153/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	227
20	20	77	77	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		4	64	E4	4	228
20	20	155/2	155/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	229
20	20	78	78	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		4	64	E4	4	230
20	20	157/2	157/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	231
20	20	79	79	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		3	45	A2	2	235
20	20	79	79	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	235
20	20	79	79	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		0	60	C4	4	234
20	20	79	79	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		4	64	E4	4	232
20	20	159/2	159/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	233
21	21	80	80	1.0		0	0	4/4	2	1	1/4		1/4	1		8	44	G#2	2	248
21	21	80	80	1.0		0	0	4/4	2	1	1/4		1/4	1		8	56	G#3	3	248
21	21	80	80	1.0		0	0	4/4	1	2	1/4		1/4	1		5	59	B3	3	244
21	21	80	80	0.5		0	0	4/4	1	1	1/8		1/8	1		4	64	E4	4	236
21	21	161/2	161/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	237
21	21	81	81	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	249
21	21	81	81	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		1	55	G3	3	249
21	21	81	81	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		-2	58	Bb3	3	245
21	21	81	81	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		4	64	E4	4	238
21	21	163/2	163/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	239
21	21	82	82	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		6	42	F#2	2	250
21	21	82	82	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		6	54	F#3	3	250
21	21	82	82	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		3	57	A3	3	246
21	21	82	82	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		4	64	E4	4	240
21	21	165/2	165/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		9	63	D#4	4	241
21	21	83	83	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		-1	41	F2	2	251
21	21	83	83	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		-1	53	F3	3	251
21	21	83	83	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		9	63	D#4	4	247
21	21	83	83	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		3	69	A4	4	242
21	21	167/2	167/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	243
22	22	84	84	2.0		0	0	4/4	2	1	1/2		1/2	1	1	4	40	E2	2	261
22	22	84	84	2.0		0	0	4/4	2	1	1/2		1/2	1	1	4	52	E3	3	261
22	22	84	84	2.0		0	0	4/4	1	2	1/2		1/2	1		9	63	D#4	4	259
22	22	84	84	1.5		0	0	4/4	1	1	3/8		1/4	3/2		3	69	A4	4	252
22	22	171/2	171/2	0.125		3/8	3/8	4/4	1	1	1/32		1/32	1		8	68	G#4	4	253
22	22	685/8	685/8	0.125		13/32	13/32	4/4	1	1	1/32		1/32	1		3	69	A4	4	254
22	22	343/4	343/4	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		5	71	B4	4	255
22	22	687/8	687/8	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		3	69	A4	4	256
22	22	86	86	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1	-1	4	40	E2	2	262
22	22	86	86	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1	-1	4	52	E3	3	262
22	22	86	86	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		4	64	E4	4	260
22	22	86	86	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		8	68	G#4	4	257
22	22	351/4	351/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	258
23	23	88	88	0.25		0	0	4/4	1	1	1/16		1/16	1		3	69	A4	4	263
23	23	353/4	353/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	264
23	23	177/2	177/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	274
23	23	177/2	177/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	274
23	23	355/4	355/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	265
23	23	89	89	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	275
23	23	89	89	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	275
23	23	89	89	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		3	69	A4	4	266
23	23	357/4	357/4	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	267
23	23	179/2	179/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	276
23	23	179/2	179/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	276
23	23	359/4	359/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	268
23	23	90	90	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	62	D4	4	277
23	23	90	90	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		-1	65	F4	4	277
23	23	90	90	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		3	69	A4	4	269
23	23	361/4	361/4	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	270
23	23	181/2	181/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	278
23	23	181/2	181/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	278
23	23	363/4	363/4	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	271
23	23	91	91	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	279
23	23	91	91	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	279
23	23	365/4	365/4	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	272
23	23	183/2	183/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	280
23	23	183/2	183/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	280
23	23	367/4	367/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	273
24	24	92	92	0.25		0	0	4/4	1	1	1/16		1/16	1		5	71	B4	4	281
24	24	369/4	369/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	282
24	24	185/2	185/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	292
24	24	185/2	185/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	292
24	24	371/4	371/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	283
24	24	93	93	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	293
24	24	93	93	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	293
24	24	93	93	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		5	71	B4	4	284
24	24	373/4	373/4	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	285
24	24	187/2	187/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	294
24	24	187/2	187/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	294
24	24	375/4	375/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	286
24	24	94	94	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		0	60	C4	4	295
24	24	94	94	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		4	64	E4	4	295
24	24	94	94	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		5	71	B4	4	287
24	24	377/4	377/4	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	288
24	24	189/2	189/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	296
24	24	189/2	189/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	296
24	24	379/4	379/4	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	289
24	24	95	95	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	297
24	24	95	95	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	297
24	24	381/4	381/4	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	290
24	24	191/2	191/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	298
24	24	191/2	191/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	298
24	24	383/4	383/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	291
25	25	96	96	0.25		0	0	4/4	1	1	1/16		1/16	1		0	72	C5	5	299
25	25	385/4	385/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	300
25	25	193/2	193/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	310
25	25	193/2	193/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	310
25	25	387/4	387/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	301
25	25	97	97	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		8	56	G#3	3	311
25	25	97	97	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	311
25	25	97	97	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		0	72	C5	5	302
25	25	389/4	389/4	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	303
25	25	195/2	195/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	312
25	25	195/2	195/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	312
25	25	391/4	391/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	304
25	25	98	98	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		8	56	G#3	3	313
25	25	98	98	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		4	64	E4	4	313
25	25	98	98	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		0	72	C5	5	305
25	25	393/4	393/4	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	306
25	25	197/2	197/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	314
25	25	197/2	197/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	314
25	25	395/4	395/4	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	307
25	25	99	99	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		8	56	G#3	3	315
25	25	99	99	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	315
25	25	397/4	397/4	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	308
25	25	199/2	199/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	316
25	25	199/2	199/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	316
25	25	399/4	399/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	309
26	26	100	100	0.5		0	0	4/4	2	1	1/8		1/8	1		3	57	A3	3	326
26	26	100	100	0.5		0	0	4/4	2	1	1/8		1/8	1		4	64	E4	4	326
26	26	100	100	0.25		0	0	4/4	1	1	1/16		1/16	1		2	74	D5	5	317
26	26	401/4	401/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	318
26	26	201/2	201/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	327
26	26	201/2	201/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	327
26	26	403/4	403/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	319
26	26	101	101	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	328
26	26	101	101	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	328
26	26	405/4	405/4	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		8	80	G#5	5	320
26	26	203/2	203/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	329
26	26	203/2	203/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	329
26	26	407/4	407/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	321
26	26	102	102	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	62	D4	4	330
26	26	102	102	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		-1	65	F4	4	330
26	26	409/4	409/4	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	322
26	26	205/2	205/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	331
26	26	205/2	205/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		8	68	G#4	4	331
26	26	411/4	411/4	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	323
26	26	103	103	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		6	66	F#4	4	332
26	26	103	103	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	332
26	26	413/4	413/4	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		9	75	D#5	5	324
26	26	207/2	207/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		8	68	G#4	4	333
26	26	207/2	207/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		5	71	B4	4	333
26	26	415/4	415/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	325
27	27	104	104	0.5		0	0	4/4	2	1	1/8		1/8	1		3	69	A4	4	343
27	27	104	104	0.5		0	0	4/4	2	1	1/8		1/8	1		3	69	A4	4	343
27	27	104	104	0.25		0	0	4/4	1	1	1/16		1/16	1		0	72	C5	5	334
27	27	417/4	417/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	335
27	27	209/2	209/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	344
27	27	209/2	209/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	344
27	27	419/4	419/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	336
27	27	105	105	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	345
27	27	105	105	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	345
27	27	421/4	421/4	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		8	80	G#5	5	337
27	27	211/2	211/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	346
27	27	211/2	211/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	346
27	27	423/4	423/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	338
27	27	106	106	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	62	D4	4	347
27	27	106	106	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		-1	65	F4	4	347
27	27	425/4	425/4	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	339
27	27	213/2	213/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	348
27	27	213/2	213/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		8	68	G#4	4	348
27	27	427/4	427/4	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	340
27	27	107	107	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		6	66	F#4	4	349
27	27	107	107	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	349
27	27	429/4	429/4	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		9	75	D#5	5	341
27	27	215/2	215/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		8	68	G#4	4	350
27	27	215/2	215/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		5	71	B4	4	350
27	27	431/4	431/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	342
29	29	112	112	2.0		0	0	4/4	2	2	1/2		1/2	1		3	57	A3	3	364
29	29	112	112	1.75		0	0	4/4	1	1	7/16		1/4	7/4		0	72	C5	5	351
29	29	225/2	225/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	358
29	29	225/2	225/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	358
29	29	113	113	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	359
29	29	113	113	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	359
29	29	227/2	227/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	360
29	29	227/2	227/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	360
29	29	455/4	455/4	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		5	71	B4	4	352
29	29	911/8	911/8	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		0	72	C5	5	353
29	29	114	114	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		3	57	A3	3	365
29	29	114	114	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		2	74	D5	5	354
29	29	229/2	229/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	361
29	29	229/2	229/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	361
29	29	229/2	229/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	355
29	29	115	115	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	362
29	29	115	115	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	362
29	29	115	115	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		5	71	B4	4	356
29	29	231/2	231/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	363
29	29	231/2	231/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	363
29	29	231/2	231/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	357
30	30	116	116	2.0		0	0	4/4	2	2	1/2		1/2	1		5	59	B3	3	376
30	30	116	116	1.0		0	0	4/4	1	1	1/4		1/4	1		8	68	G#4	4	366
30	30	233/2	233/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	370
30	30	233/2	233/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	370
30	30	117	117	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	371
30	30	117	117	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	371
30	30	235/2	235/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	372
30	30	235/2	235/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	372
30	30	471/4	471/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	367
30	30	118	118	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		5	59	B3	3	377
30	30	118	118	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		10	70	A#4	4	368
30	30	237/2	237/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	373
30	30	237/2	237/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	373
30	30	237/2	237/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	369
30	30	119	119	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	374
30	30	119	119	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	374
30	30	239/2	239/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	375
30	30	239/2	239/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	375
31	31	120	120	2.0		0	0	4/4	2	2	1/2		1/2	1		8	56	G#3	3	391
31	31	120	120	1.75		0	0	4/4	1	1	7/16		1/4	7/4		-1	77	F5	5	378
31	31	241/2	241/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	385
31	31	241/2	241/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	385
31	31	121	121	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	386
31	31	121	121	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	386
31	31	243/2	243/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	387
31	31	243/2	243/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	387
31	31	487/4	487/4	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	379
31	31	975/8	975/8	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		-1	77	F5	5	380
31	31	122	122	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		8	56	G#3	3	392
31	31	122	122	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		1	79	G5	5	381
31	31	245/2	245/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	388
31	31	245/2	245/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	388
31	31	245/2	245/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	382
31	31	123	123	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	389
31	31	123	123	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	389
31	31	123	123	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		4	76	E5	5	383
31	31	247/2	247/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	390
31	31	247/2	247/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	390
31	31	247/2	247/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	384
32	32	124	124	2.0		0	0	4/4	2	2	1/2		1/2	1		1	55	G3	3	404
32	32	124	124	1.0		0	0	4/4	1	1	1/4		1/4	1		7	73	C#5	5	393
32	32	249/2	249/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	398
32	32	249/2	249/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	398
32	32	125	125	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	399
32	32	125	125	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	399
32	32	251/2	251/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	400
32	32	251/2	251/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	400
32	32	503/4	503/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	394
32	32	126	126	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		1	55	G3	3	405
32	32	126	126	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		9	75	D#5	5	395
32	32	253/2	253/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	401
32	32	253/2	253/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	401
32	32	253/2	253/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	396
32	32	127	127	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	402
32	32	127	127	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		7	61	C#4	4	402
32	32	255/2	255/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	403
32	32	255/2	255/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	403
32	32	511/4	511/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	397
33	33	128	128	2.0		0	0	4/4	2	2	1/2		1/2	1		4	52	E3	3	415
33	33	128	128	0.5		0	0	4/4	1	1	1/8		1/8	1		6	78	F#5	5	406
33	33	257/2	257/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	411
33	33	257/2	257/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	411
33	33	257/2	257/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		1	79	G5	5	407
33	33	129	129	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	412
33	33	129	129	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		7	61	C#4	4	412
33	33	259/2	259/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	413
33	33	259/2	259/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	413
33	33	519/4	519/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	408
