mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
54	49	1765/8	1765/8	0.0		0	0	Dynamic	4/4	1	1	0					f								
54	49	1765/8	1765/8	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	768									53
54	49	1781/8	1781/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	769									
54	49	1773/8	1773/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	770									54
54	49	1781/8	1781/8	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	771									
55	50	1797/8	1797/8	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	772									55
55	50	1803/8	1803/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	773									55
55	50	1805/8	1805/8	0.0		1/4	1/4	Dynamic	4/4	1	1	0					ff								55
55	50	1805/8	1805/8	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	774									55
55	50	5423/24	5423/24	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	775									55
55	50	5431/24	5431/24	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	776									55
55	50	1813/8	1813/8	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	777									
55	50	1827/8	1827/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	778									
55	50	1805/8	1805/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	779									56
55	50	1813/8	1813/8	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	780									
55	50	1827/8	1827/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	781									
56	51	1829/8	1829/8	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	782									57
56	51	1833/8	1833/8	0.0		1/8	1/8	Dynamic	4/4	1	1	0					ff								
56	51	1833/8	1833/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	783									
56	51	1843/8	1843/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	784									
56	51	1845/8	1845/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	785									58
56	51	1849/8	1849/8	0.0		5/8	5/8	Dynamic	4/4	1	1	0					f								
56	51	1849/8	1849/8	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	786									
56	51	1859/8	1859/8	0.0		15/16	15/16	Dynamic	4/4	1	1	0					mf								
56	51	1859/8	1859/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	787									
56	51	1829/8	1829/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	788									
56	51	1845/8	1845/8	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	789									
57	52	1861/8	1861/8	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	790									59
57	52	1865/8	1865/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	791									
57	52	1875/8	1875/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	792									
57	52	1877/8	1877/8	0.0		1/2	1/2	Dynamic	4/4	1	1	0					f								
57	52	1877/8	1877/8	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	793									
57	52	1885/8	1885/8	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	794									
57	52	3781/16	3781/16	0.0		59/64	59/64	Dynamic	4/4	1	1	0					p								
57	52	1891/8	1891/8	0.0		15/16	15/16	Chord	4/4	1	1	0	grace32	1/32	1	795									
57	52	1891/8	1891/8	0.0		15/16	15/16	Chord	4/4	1	1	0	grace32	1/32	1	796									
57	52	1891/8	1891/8	0.0		15/16	15/16	Chord	4/4	1	1	0	grace32	1/32	1	797									
57	52	1891/8	1891/8	0.0		15/16	15/16	Chord	4/4	1	1	0	grace32	1/32	1	798									
57	52	1891/8	1891/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	799									
57	52	1861/8	1861/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	800									
57	52	1877/8	1877/8	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	801									60
58	53	1893/8	1893/8	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	802									
58	53	1899/8	1899/8	0.0		3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	803									
58	53	1899/8	1899/8	0.0		3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	804									
58	53	1899/8	1899/8	0.0		3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	805									
58	53	1899/8	1899/8	0.0		3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	806									
58	53	1899/8	1899/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	807									
58	53	1901/8	1901/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	808									
58	53	1913/8	1913/8	0.0		5/8	5/8	Tempo	4/4	1	1	0								𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
58	53	1913/8	1913/8	0.125		5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	809									
58	53	957/4	957/4	0.0		21/32	21/32	Dynamic	4/4	1	1	0					ff								
58	53	957/4	957/4	0.125		21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	810									
58	53	1915/8	1915/8	0.125		11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	811									
58	53	479/2	479/2	0.125		23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	812									
58	53	1917/8	1917/8	0.0		3/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
58	53	1921/8	1921/8	0.0		7/8	7/8	Tempo	4/4	1	1	0								𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
58	53	481/2	481/2	0.0		31/32	31/32	Tempo	4/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0	
58	53	481/2	481/2	0.0		31/32	31/32	Tempo	4/4	1	1	0								𝅘𝅥=21	21.0	𝅘𝅥	21.0	0.0	
58	53	481/2	481/2	0.0		31/32	31/32	Tempo	4/4	1	1	0								𝅘𝅥=10	10.0	𝅘𝅥	10.0	0.0	
58	53	1893/8	1893/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	813									
58	53	1909/8	1909/8	0.0		1/2	1/2	Dynamic	4/4	2	1	0					f								
58	53	1909/8	1909/8	0.125		1/2	1/2	Chord	4/4	2	1	1/32		1/32	1	814									
58	53	955/4	955/4	0.125		17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	815									
58	53	1911/8	1911/8	0.125		9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	816									
58	53	239	239	0.125		19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	817									
58	53	1917/8	1917/8	0.125		3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	818									
58	53	959/4	959/4	0.125		25/32	25/32	Chord	4/4	2	1	1/32		1/32	1	819									
58	53	1919/8	1919/8	0.125		13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	820									
58	53	240	240	0.125		27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	821									
58	53	1921/8	1921/8	0.125		7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	822									
58	53	961/4	961/4	0.125		29/32	29/32	Chord	4/4	2	1	1/32		1/32	1	823									
58	53	1923/8	1923/8	0.125		15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	824									
58	53	481/2	481/2	0.125		31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	825									
59	54	1927/8	1927/8	0.0		0	0	Tempo	4/4	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0	
59	54	1927/8	1927/8	0.0		0	0	Tempo	4/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
59	54	1927/8	1927/8	0.0		0	0	Dynamic	4/4	1	1	0					p								
59	54	1927/8	1927/8	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	826									
59	54	1943/8	1943/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	827									
59	54	1927/8	1927/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	828									
59	54	1943/8	1943/8	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	829									
60	55	1959/8	1959/8	0.0		0	0	Tempo	2/4	1	1	0								Allegretto	110.0			1.0	
60	55	1959/8	1959/8	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	830									61
60	55	1967/8	1967/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	831									61
60	55	1971/8	1971/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	832									
60	55	1959/8	1959/8	0.0		0	0	StaffText	2/4	2	1	0							"<font face=""Times New Roman""/><i>dolce</i>"						
60	55	1959/8	1959/8	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	833									
61	56	1975/8	1975/8	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	834									62
61	56	1983/8	1983/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	835									
61	56	1987/8	1987/8	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	836									
61	56	1989/8	1989/8	0.0		7/16	7/16	Dynamic	2/4	1	1	0					mp								
61	56	1989/8	1989/8	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	837									
61	56	1975/8	1975/8	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	838									
62	57	1991/8	1991/8	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	839									63
62	57	1995/8	1995/8	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	840									63
62	57	1999/8	1999/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	841									63
62	57	2003/8	2003/8	0.0		3/8	3/8	Dynamic	2/4	1	1	0					mf								
62	57	2003/8	2003/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	842									
62	57	1995/8	1995/8	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	843									
62	57	1991/8	1991/8	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	844									
63	58	2007/8	2007/8	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	845									64
63	58	2013/8	2013/8	0.0		3/16	3/16	Dynamic	2/4	1	1	0					mp								64
63	58	2013/8	2013/8	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	846									64
63	58	1007/4	1007/4	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	847									64
63	58	2015/8	2015/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	848									
63	58	2019/8	2019/8	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	849									65
63	58	2021/8	2021/8	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	850									
63	58	2007/8	2007/8	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	851									
63	58	2007/8	2007/8	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	852									
64	59	2023/8	2023/8	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	853									
64	59	2027/8	2027/8	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	854									
64	59	2031/8	2031/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	855									
64	59	2035/8	2035/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	856									
64	59	2023/8	2023/8	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	857									
64	59	2027/8	2027/8	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	858									
64	59	2031/8	2031/8	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	859									
64	59	2035/8	2035/8	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	860									
65	60	2039/8	2039/8	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	861									66
65	60	2043/8	2043/8	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	862									
65	60	2047/8	2047/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	863									67
65	60	2051/8	2051/8	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	864									
65	60	2039/8	2039/8	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	865									
65	60	2047/8	2047/8	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	866									
66	61	2063/8	2063/8	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	867									
66	61	2069/8	2069/8	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	868									
66	61	2055/8	2055/8	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	869									68
66	61	2063/8	2063/8	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	870									
66	61	2055/8	2055/8	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	871									
66	61	2063/8	2063/8	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	872									
66	61	2055/8	2055/8	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	873									
67	62	2071/8	2071/8	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	874									
67	62	2071/8	2071/8	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	875									
67	62	2071/8	2071/8	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	876									
68	63	2087/8	2087/8	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	877									69
68	63	2095/8	2095/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	878									69
68	63	2099/8	2099/8	0.0		3/8	3/8	Dynamic	2/4	1	1	0					mp								
68	63	2099/8	2099/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	879									
68	63	2091/8	2091/8	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	880									70
68	63	2095/8	2095/8	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	881									70
68	63	2099/8	2099/8	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	882									
69	64	2103/8	2103/8	0.0		0	0	Dynamic	2/4	1	1	0					p								
69	64	2103/8	2103/8	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	883									
69	64	2115/8	2115/8	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	884									
69	64	2117/8	2117/8	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	885									
69	64	2103/8	2103/8	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	886									
69	64	2107/8	2107/8	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	887									
69	64	2111/8	2111/8	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	888									
69	64	2103/8	2103/8	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	889									
70	65	2119/8	2119/8	0.0		0	0	Dynamic	2/4	1	1	0					mp								
70	65	2119/8	2119/8	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	890									
70	65	2121/8	2121/8	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	891									
70	65	2123/8	2123/8	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	892									
70	65	2125/8	2125/8	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	893									
70	65	2127/8	2127/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	894									
70	65	2131/8	2131/8	0.0		3/8	3/8	Dynamic	2/4	1	1	0					mf								
70	65	2131/8	2131/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	895									
70	65	2131/8	2131/8	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	896									
71	66	2135/8	2135/8	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	897									71
71	66	2143/8	2143/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	898									
71	66	2147/8	2147/8	0.0		3/8	3/8	Dynamic	2/4	1	1	0					mp								
71	66	2147/8	2147/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	899									
71	66	2135/8	2135/8	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	900									72
71	66	2143/8	2143/8	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	901									
71	66	2135/8	2135/8	1.5		0	0	Chord	2/4	2	2	3/8		1/4	3/2	902									
72	67	2151/8	2151/8	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	903									73
72	67	2155/8	2155/8	0.0		1/8	1/8	Dynamic	2/4	1	1	0					p								73
72	67	2155/8	2155/8	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	904									73
72	67	2159/8	2159/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	905									73
72	67	2163/8	2163/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	906									73
72	67	2151/8	2151/8	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	907									
72	67	2151/8	2151/8	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	908									
73	68	2167/8	2167/8	0.0		0	0	Dynamic	2/4	1	1	0					mp								73
73	68	2167/8	2167/8	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	909									73
73	68	2171/8	2171/8	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	910									73
73	68	2175/8	2175/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	911									
73	68	2179/8	2179/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	912									
73	68	2167/8	2167/8	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	913									
73	68	2175/8	2175/8	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	914									
73	68	2167/8	2167/8	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	915									
73	68	2171/8	2171/8	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	916									
73	68	2175/8	2175/8	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	917									
73	68	2179/8	2179/8	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	918									
74	69	2183/8	2183/8	0.0		0	0	Dynamic	2/4	1	1	0					p								
74	69	2183/8	2183/8	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	919									
74	69	2191/8	2191/8	0.0		1/4	1/4	Dynamic	2/4	1	1	0					mp								
74	69	2191/8	2191/8	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	920									
74	69	2197/8	2197/8	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	921									
74	69	2183/8	2183/8	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	922									
74	69	2191/8	2191/8	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	923									
74	69	2183/8	2183/8	0.0		0	0	Chord	2/4	2	1	0	appoggiatura	1/8	1	924									
74	69	2183/8	2183/8	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	925									
74	69	2191/8	2191/8	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	926									
74	69	2183/8	2183/8	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	927									
75	70		2199/8	0.0	1	0	0	Dynamic	2/4	1	1	0					p								
75	70		2199/8	1.0	1	0	0	Chord	2/4	1	1	1/4		1/4	1	928									
75	70		2199/8	1.0	1	0	0	Chord	2/4	2	1	1/4		1/4	1	929									
76	70	2199/8	2215/8	1.0	2	0	0	Chord	2/4	1	1	1/4		1/4	1	930									
76	70	2211/8	2227/8	0.5	2	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	931									74
76	70	2199/8	2215/8	0.25	2	0	0	Chord	2/4	2	1	1/16		1/16	1	932									
76	70	2201/8	2217/8	0.25	2	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	933									
76	70	2203/8	2219/8	0.25	2	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	934									
76	70	2205/8	2221/8	0.25	2	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	935									
76	70	2207/8	2223/8	0.25	2	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	936									
76	70	2209/8	2225/8	0.25	2	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	937									
76	70	2211/8	2227/8	0.25	2	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	938									
76	70	2213/8	2229/8	0.25	2	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	939									
77	71	2215/8	2231/8	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	940									
77	71	2219/8	2235/8	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	941									
77	71	2223/8	2239/8	0.0		1/4	1/4	Dynamic	2/4	1	1	0					f								
77	71	2223/8	2239/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	942									
77	71	2227/8	2243/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	943									
77	71	2215/8	2231/8	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	944									
77	71	2217/8	2233/8	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	945									
77	71	2219/8	2235/8	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	946									
77	71	2221/8	2237/8	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	947									
77	71	2223/8	2239/8	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	948									
77	71	2225/8	2241/8	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	949									
77	71	2227/8	2243/8	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	950									
77	71	2229/8	2245/8	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	951									
78	72	2231/8	2247/8	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	952									75
78	72	2237/8	2253/8	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	953									75
78	72	1119/4	1127/4	0.0		7/32	7/32	Dynamic	2/4	1	1	0					mf								75
78	72	1119/4	1127/4	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	954									75
78	72	2239/8	2255/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	955									
78	72	2243/8	2259/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	956									76
78	72	2231/8	2247/8	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	957									
78	72	2233/8	2249/8	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	958									
78	72	2235/8	2251/8	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	959									
78	72	2237/8	2253/8	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	960									
78	72	2239/8	2255/8	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	961									
78	72	2241/8	2257/8	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	962									
78	72	2243/8	2259/8	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	963									
78	72	2245/8	2261/8	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	964									
79	73	2247/8	2263/8	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	965									
79	73	2251/8	2267/8	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	966									
79	73	2255/8	2271/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	967									
79	73	2259/8	2275/8	0.0		3/8	3/8	Dynamic	2/4	1	1	0					f								
79	73	2259/8	2275/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	968									
79	73	2247/8	2263/8	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	969									
79	73	2249/8	2265/8	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	970									
79	73	2251/8	2267/8	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	971									
79	73	2253/8	2269/8	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	972									
79	73	2255/8	2271/8	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	973									
79	73	2257/8	2273/8	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	974									
79	73	2259/8	2275/8	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	975									
79	73	2261/8	2277/8	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	976									
80	74	2263/8	2279/8	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	977									77
80	74	2269/8	2285/8	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	978									77
80	74	1135/4	1143/4	0.0		7/32	7/32	Dynamic	2/4	1	1	0					mf								77
80	74	1135/4	1143/4	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	979									77
80	74	2271/8	2287/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	980									
80	74	2275/8	2291/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	981									
80	74	2263/8	2279/8	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	982									
80	74	2265/8	2281/8	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	983									
80	74	2267/8	2283/8	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	984									
80	74	2269/8	2285/8	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	985									
80	74	2271/8	2287/8	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	986									
80	74	2273/8	2289/8	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	987									
80	74	2275/8	2291/8	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	988									
80	74	2277/8	2293/8	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	989									
81	75	2279/8	2295/8	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	990									
81	75	2283/8	2299/8	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	991									
81	75	2287/8	2303/8	0.0		1/4	1/4	Dynamic	2/4	1	1	0					mf								
81	75	2287/8	2303/8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	992									
81	75	2291/8	2307/8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	993									
81	75	2279/8	2295/8	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	994									
81	75	2281/8	2297/8	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	995									
81	75	2283/8	2299/8	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	996									
81	75	2285/8	2301/8	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	997									
81	75	2287/8	2303/8	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	998									
81	75	2289/8	2305/8	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	999									
81	75	2291/8	2307/8	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1000									
81	75	2293/8	2309/8	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1001									
82	76	2295/8	2311/8	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1002									
82	76	2297/8	2313/8	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1003									
